Country,Biome,Elevation,Vegetation,MAT,MAP,Soil_microbial_biomass_carbon,Soil_microbial_biomass_nitrogen,Soil_microbial_biomass_phosphorus,Soil_organic_carbon,Total_nitrogen,Total_organic_phosphorus,pH,Lower_depth,Method
Germany,Temperate Coniferous Forest,,Spruce (Picea abies),,,48.33,,,7833.33,285.71,,2.9,5,SIR
Germany,Temperate Coniferous Forest,,Spruce (Picea abies),,,40.83,,,6083.33,285.71,,3.7,5,SIR
Germany,Temperate Coniferous Forest,,pine,,,31,4.79,,1583.33,114.29,,3,,FE
Germany,Temperate Coniferous Forest,,pine,,,87.5,9.79,,8250,435.71,,3.1,,FE
Germany,Temperate Coniferous Forest,1200,Norway spruce,4.5,1910,183.33,41.07,2.58,16666.67,614.29,,3.9,,FE
Germany,Temperate Coniferous Forest,1200,Norway spruce,4.5,1910,158.33,28.57,1.94,15250,528.57,,4.9,,FE
Germany,Temperate Coniferous Forest,1200,Norway spruce,4.5,1910,32.5,6.43,0.15,2250,114.29,,4,,FE
Germany,Temperate Coniferous Forest,1200,Norway spruce,4.5,1910,32.5,5.71,0.15,2666.67,121.43,,4.1,,FE
Germany,Temperate Coniferous Forest,1200,Norway spruce,4.5,1910,183.33,35.71,3.23,18083.33,650,,4,10,FE
Germany,Temperate Coniferous Forest,1200,Norway spruce,4.5,1910,150,25,1.94,17166.67,614.29,,5.6,10,FE
Italy,Temperate Coniferous Forest,1100,Plantation of Abies alba Mill. About 80 years old,10.2,1340,28.24,,,7583.33,385.71,,4.5,11,FE
Italy,Temperate Coniferous Forest,1100,Plantation of Abies alba Mill. About 80 years old,10.2,1340,12.64,,,2616.67,142.86,,4.6,23,FE
Italy,Temperate Coniferous Forest,,pine forest,,,13,1.93,,916.67,50,0.41,7.9,5,FE and SIR
Italy,Temperate Coniferous Forest,,pine forest,,,12.67,2.64,,750,42.86,0.58,7.8,5,FE and SIR
Italy,Temperate Coniferous Forest,,pine forest,,,23.5,3.57,,5325,271.43,1.06,7.3,5,FE and SIR
Italy,Temperate Coniferous Forest,,pine forest,,,6.42,0.93,,950,50,0.61,7.5,5,FE and SIR
Japan,Temperate Coniferous Forest,795,Japanese cedar coniferous forest,11.8,1118,1025,,,9150,528.57,,5.6,5,FE
Japan,Temperate Coniferous Forest,795,pine coniferous forest,11.8,1118,770.83,,,9366.67,550,,5.94,5,FE
Japan,Temperate Coniferous Forest,795,Japanese cedar coniferous forest,11.8,1118,770.83,,,10375,592.86,,5.33,5,FE
Japan,Temperate Coniferous Forest,795,pine coniferous forest,11.8,1118,695.83,,,9200,578.57,,5.82,5,FE
Japan,Temperate Coniferous Forest,,Pine,,,10.91666667,1.864285714,,2066.666667,102.8571429,,5,10,FE
New Zealand,Temperate Coniferous Forest,800,forest,8,1400,67.33,,0.88,5525,240,27.06,,5,FE
New Zealand,Temperate Coniferous Forest,800,F layer,8,1400,610.92,,8.06,41916.67,522.14,19.97,,5,FE
New Zealand,Temperate Coniferous Forest,800,L layer,8,1400,274.33,,1.62,43583.33,320,15.65,,5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,29.08,,0.29,1625,71.43,3.74,5.2,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,32.92,,0.23,3275,271.43,12.94,5.3,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,102.58,,2.26,10866.67,521.43,19.26,5.4,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,57.25,,0.23,4416.67,335.71,20.29,5.7,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,48.25,,0.48,4091.67,221.43,21.39,5.2,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,27,,0.45,2100,142.86,22.26,6,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,51.75,,0.19,3041.67,235.71,26.23,5.7,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,57.42,,0.35,2416.67,214.29,27.81,7,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,107.5,,1.32,6558.33,478.57,29.16,5.6,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,73.5,,0.45,4166.67,342.86,30.26,5.7,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,64.92,,0.42,3300,271.43,34.06,6.5,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,70.17,,0.74,7408.33,442.86,36.35,5.3,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,56.92,,0.65,4616.67,314.29,42.29,5.1,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,84.33,,0.74,7783.33,607.14,51.13,5.7,7.5,FE
New Zealand,Temperate Coniferous Forest,,pine,,,59.33,,0.65,5650,500,88.58,5.4,7.5,FE
New Zealand,Temperate Coniferous Forest,,Nothofagus truncata,,,170.25,25.5,6.23,32250,585.71,27.42,,,"SIR and FI for microbial biomass C, FI for microbial biomass N and P"
New Zealand,Temperate Coniferous Forest,,Pinus radiata,,,217.29,25.29,10.55,34666.67,878.57,33.23,,5,"SIR and FI for microbial biomass C, FI for microbial biomass N and P"
New Zealand,Temperate Coniferous Forest,,Nothofagus truncata,,,48.79,4.49,1.69,5000,150,14.19,,,"SIR and FI for microbial biomass C, FI for microbial biomass N and P"
New Zealand,Temperate Coniferous Forest,,Pinus radiata,,,40.67,5.17,1.05,4500,185.71,9.35,,5,"SIR and FI for microbial biomass C, FI for microbial biomass N and P"
New Zealand,Temperate Coniferous Forest,,Nothofagus truncata,,,27.71,5,1.09,3166.67,78.57,11.61,,,"SIR and FI for microbial biomass C, FI for microbial biomass N and P"
New Zealand,Temperate Coniferous Forest,,Pinus radiata,,,27.17,5.8,1.1,2416.67,135.71,7.1,,5,"SIR and FI for microbial biomass C, FI for microbial biomass N and P"
New Zealand,Temperate Coniferous Forest,,Nothofagus truncata,,,27.17,3.97,0.89,2833.33,57.14,10.97,,,"SIR and FI for microbial biomass C, FI for microbial biomass N and P"
New Zealand,Temperate Coniferous Forest,,Pinus radiata,,,20.63,2.74,0.67,1750,92.86,5.81,,5,"SIR and FI for microbial biomass C, FI for microbial biomass N and P"
New Zealand,Temperate Coniferous Forest,,Nothofagus truncata,,,19.5,3.25,0.81,2000,64.29,9.68,,,"SIR and FI for microbial biomass C, FI for microbial biomass N and P"
New Zealand,Temperate Coniferous Forest,,Pinus radiata,,,15.21,3.26,0.5,1500,92.86,5.48,,5,"SIR and FI for microbial biomass C, FI for microbial biomass N and P"
Russia,Temperate Coniferous Forest,188,"Meadow, regrowth of pine, spruce, birch, and great sallow willow",,,15.66,,,725,,,4.95,13,FE
Russia,Temperate Coniferous Forest,188,"Meadow, regrowth of pine, spruce, birch, and great sallow willow",,,10.53333333,,,666.6666667,,,4.64,26,FE
Russia,Temperate Coniferous Forest,195,"Pine, birch, and great sallow willow",,,20.41666667,,,1041.666667,,,4.69,13,FE
Russia,Temperate Coniferous Forest,195,"Pine, birch, and great sallow willow",,,9.199166667,,,691.6666667,,,4.67,25,FE
Russia,Temperate Coniferous Forest,192,"Pine, spruce, and birch",,,41.85416667,,,2041.666667,,,4.53,10,FE
Russia,Temperate Coniferous Forest,192,"Pine, spruce, and birch",,,20.915,,,1175,,,4.57,16,FE
Russia,Temperate Coniferous Forest,192,Bilberry spruce forest,,,60.52333333,,,1116.666667,,,4.34,12,FE
Russia,Temperate Coniferous Forest,192,Bilberry spruce forest,,,17.81083333,,,558.3333333,,,4.51,19,FE
Russia,Temperate Coniferous Forest,,Spruce and linden,,,63,,,2100,,,4.3,14,FE
Russia,Temperate Coniferous Forest,,Spruce and linden,,,30.69916667,,,1558.333333,,,4.3,22,FE
Russia,Temperate Coniferous Forest,,"Pinus sylvestris, Cladonia sp.",,,,,,433.3333333,22.64808362,,4.56,10,FE
Russia,Temperate Coniferous Forest,,"Pinus sylvestris, Pinus sibirica, Vaccinium vitis idaea, Cladonia sp., Polytrichum sp.",,,,,,591.6666667,28.33200319,,4.89,10,FE
Russia,Temperate Coniferous Forest,,"Pinus sylovestris, Pinus sibirica, Vaccinium vitis idaea, Polytrichum sp., Carex sp.",,,,,,2050,85.71428571,,5.58,10,FE
Russia,Temperate Coniferous Forest,,Larch forest,,,40.91666667,,,1716.666667,,,4.78,11,SIR
Russia,Temperate Coniferous Forest,,Spruce-small-leaved forest,,,108,,,1583.333333,,,5.7,10,SIR
Russia,Temperate Coniferous Forest,,Yellow archangel spruce forest,,,62.91666667,,,1433.333333,,,4.02,10,SIR
Russia,Temperate Coniferous Forest,,Sedge aspen forest,,,112.5833333,,,858.3333333,,,5.29,10,SIR
Russia,Temperate Coniferous Forest,,Ramsons Aegopodium oak forest,,,151.3333333,,,1841.666667,,,5.24,10,SIR
Russia,Temperate Coniferous Forest,,Forb-grass broad-leaf forest,,,68.58333333,,,4100,,,7.51,14,SIR
Russia,Temperate Coniferous Forest,,Broadleaf forest,,,74.58333333,,,3741.666667,,,6.37,9,SIR
Russia,Temperate Coniferous Forest,,Sedge hornbeam oak forest,,,58.66666667,,,3016.666667,,,7.88,9,SIR
Russia,Temperate Coniferous Forest,,Sedge Oriental hornbeam oak forest,,,64.25,,,3641.666667,,,7.77,9,SIR
Spain,Temperate Coniferous Forest,,Pinewood,,,60.22,,,7825,260,,5.1,15,FI
Spain,Temperate Coniferous Forest,,pinewood,,,49.03,,,3991.67,236.43,,5.35,15,FI
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,103.5,14,,13183.33,621.43,,4.2,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,94.75,18.71,,13183.33,621.43,,4.2,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,128.42,20.57,,13183.33,621.43,,4.2,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,88.42,10.21,,13183.33,621.43,,4.2,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,59.5,8.57,,13183.33,621.43,,4.2,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,76.58,10.07,,13183.33,621.43,,4.2,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,67.08,14.64,,13183.33,621.43,,4.2,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,88.67,12.93,,13183.33,621.43,,4.2,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,71.5,7.86,,13183.33,621.43,,4.2,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,45,5.86,,13183.33,621.43,,4.2,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,73.33,10.07,,8200,428.57,,4.6,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,33.25,6.71,,8200,428.57,,4.6,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,33.92,4.86,,8200,428.57,,4.6,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,92.58,12.21,,8200,428.57,,4.6,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,94.58,11,,8200,428.57,,4.6,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,56.33,9.36,,8200,428.57,,4.6,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,30.08,4.86,,8200,428.57,,4.6,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,75.25,10.36,,8200,428.57,,4.6,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,59.25,7.29,,7958.33,200,,4.3,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,41.58,4.5,,7958.33,200,,4.3,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,66.92,10.43,,6833.33,200,,4.8,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,32.17,5,,6833.33,200,,4.8,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,78.08,12.36,,6541.67,192.86,,4.9,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,60.25,7.14,,6541.67,192.86,,4.9,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,62.92,8.21,,8308.33,271.43,,4.9,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,99.25,12.43,,8308.33,271.43,,4.9,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,54.75,8,,8308.33,271.43,,4.9,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,52.83,7.14,,11891.67,671.43,,4.1,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,46.58,7.57,,11891.67,671.43,,4.1,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,58.5,9.79,,8066.67,321.43,,4.7,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,30.58,4.14,,8066.67,321.43,,4.7,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,120.58,13.79,,11375,635.71,,4.4,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,49,7.14,,11375,635.71,,4.4,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,4.5,2.21,,5208.33,292.86,,4.8,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,25.33,3.71,,5208.33,292.86,,4.8,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,27,3.36,,5208.33,292.86,,4.8,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,34.92,4.64,,5208.33,292.86,,4.8,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,41.42,5.86,,5208.33,292.86,,4.8,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,41.08,5.21,,5208.33,292.86,,4.8,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,41.92,5.79,,5208.33,292.86,,4.8,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,33.25,6.64,,5208.33,292.86,,4.8,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,36.92,6.43,,5208.33,292.86,,4.8,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,32.75,8.57,,5208.33,292.86,,4.8,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,16.17,0.93,,7541.67,514.29,,4.7,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,24.5,2.43,,7541.67,514.29,,4.7,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,8.42,1.21,,7541.67,514.29,,4.7,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,36.33,4,,7541.67,514.29,,4.7,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,14.33,1.07,,7541.67,514.29,,4.7,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,19.75,3.21,,7541.67,514.29,,4.7,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,18.33,2.21,,7541.67,514.29,,4.7,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,22.83,2.64,,7541.67,514.29,,4.7,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,42.25,4,,7125,250,,4.9,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,20.08,2.93,,7125,250,,4.9,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,42,5.64,,6416.67,257.14,,4.9,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,41.67,5.29,,6416.67,257.14,,4.9,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,25.25,3,,5250,171.43,,5,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,13.25,2.36,,5250,171.43,,5,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,57.33,7.79,,5000,214.29,,5.1,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,73.33,8.21,,5000,214.29,,5.1,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,43.83,5.93,,5000,214.29,,5.1,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,113.75,12.07,,11166.67,650,,3.8,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,59.42,9.21,,11166.67,650,,3.8,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,56.92,8.71,,4625,214.29,,4.9,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,32.75,4.71,,4625,214.29,,4.9,10,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,65.83,10.14,,10875,571.43,,4.2,5,FE
Spain,Temperate Coniferous Forest,,"Pinus pinaster Aiton, Pinus silvestris, Pinus radiata D.",,,33.5,4.79,,10875,571.43,,4.2,10,FE
United kingdom,Temperate Coniferous Forest,,"Pine, birch",,,3.33,,,3583.33,62.14,,3.4,10,FE
United States of America,Temperate Coniferous Forest,,loblolly pine,,,773.75,42.5,,,,,,7.5,FE
United States of America,Temperate Coniferous Forest,,loblolly pine,,,940.33,48.5,,,,,,7.5,FE
United States of America,Temperate Coniferous Forest,,loblolly pine,,,1072.33,52.29,,,,,,7.5,FE
United States of America,Temperate Coniferous Forest,,loblolly pine,,,52.75,6.74,,,,,,7.5,FE
United States of America,Temperate Coniferous Forest,,loblolly pine,,,27.83,2.62,,,,,,7.5,FE
United States of America,Temperate Coniferous Forest,,loblolly pine,,,33,4.06,,,,,,7.5,FE
United States of America,Temperate Coniferous Forest,,Douglas fir,,,137.5,,,7400,378.5714286,,4.9,,SIR
United States of America,Temperate Coniferous Forest,,Douglas fir,,,153.3,,,10866.66667,485.7142857,,5.4,,SIR
United States of America,Temperate Coniferous Forest,,Pine plantation,,,48.3,,,1525,42.85714286,,5.1,,SIR
United States of America,Temperate Coniferous Forest,,Pine plantation,,,37.5,,,1441.666667,35.71428571,,4.8,,SIR
United States of America,Temperate Coniferous Forest,65,spruce,,,491.67,37.5,,,,,,,FE
United States of America,Temperate Coniferous Forest,65,spruce,,,475,34.17,,,,,,,FE
United States of America,Temperate Coniferous Forest,65,spruce,,,766.67,51.67,,,,,,,FE
United States of America,Temperate Coniferous Forest,530,"Sugar maple, beech, birch",,,591.67,64.17,,,,,,,FE
United States of America,Temperate Coniferous Forest,530,"Sugar maple, beech, birch",,,533.33,61.67,,,,,,,FE
United States of America,Temperate Coniferous Forest,1300,"incense cedar, douglas-fir, ponderosa pine, sugar pine, california black oak",12.5,1700,83.17,13.64,,7083.33,250,,,4,FE
United States of America,Temperate Coniferous Forest,1300,"incense cedar, douglas-fir, ponderosa pine, sugar pine, california black oak",12.5,1700,57.83,8.36,,5583.33,242.86,,,4,FE
United States of America,Temperate Coniferous Forest,1300,"incense cedar, douglas-fir, ponderosa pine, sugar pine, california black oak",12.5,1700,116.67,17.29,,9416.67,292.86,,,4,FE
United States of America,Temperate Coniferous Forest,1300,"incense cedar, douglas-fir, ponderosa pine, sugar pine, california black oak",12.5,1700,80.58,11.57,,7500,192.86,,,4,FE
United States of America,Temperate Coniferous Forest,1300,"incense cedar, douglas-fir, ponderosa pine, sugar pine, california black oak",12.5,1700,49.67,7.43,,5500,200,,,10,FE
United States of America,Temperate Coniferous Forest,1300,"incense cedar, douglas-fir, ponderosa pine, sugar pine, california black oak",12.5,1700,27.67,3.93,,4333.33,121.43,,,10,FE
United States of America,Temperate Coniferous Forest,1300,"incense cedar, douglas-fir, ponderosa pine, sugar pine, california black oak",12.5,1700,43.25,6.29,,4916.67,150,,,10,FE
United States of America,Temperate Coniferous Forest,1300,"incense cedar, douglas-fir, ponderosa pine, sugar pine, california black oak",12.5,1700,36.92,5,,3916.67,107.14,,,10,FE
United States of America,Temperate Coniferous Forest,,pine,,,18.34,2.21,,2183.33,64.29,,4.7,5,FE
United States of America,Temperate Coniferous Forest,,pine,,,5.78,0.92,,791.67,28.57,,5,15,FE
Australia,Tropical/Subtropical Forest,,pine plantation,,,67.75,9.36,,4875,307.14,29.77,5.3,10,FE
Australia,Tropical/Subtropical Forest,,pine plantation,,,38.5,5,,4875,307.14,29.77,5.3,10,FE
Australia,Tropical/Subtropical Forest,,pine plantation,,,49.42,6.71,,4875,307.14,29.77,5.3,10,FE
Australia,Tropical/Subtropical Forest,,pine plantation,,,50.5,7.21,,4875,307.14,29.77,5.3,10,FE
Australia,Tropical/Subtropical Forest,,pine plantation,,,54.33,8.64,,4875,307.14,29.77,5.3,10,FE
Australia,Tropical/Subtropical Forest,,pine plantation,,,55.83,10,,4875,307.14,29.77,5.3,10,FE
Australia,Tropical/Subtropical Forest,1220,Eucalyptus pauciflora,9,1150,51.67,7.14,,13416.67,372.86,,4.1,2.5,FI
Australia,Tropical/Subtropical Forest,1220,Eucalyptus pauciflora,9,1150,41.25,6.29,,9583.33,299.29,,4.3,2.5,FI
Australia,Tropical/Subtropical Forest,1220,Eucalyptus pauciflora,9,1150,19.17,5.79,,8000,266.43,,4.5,2.5,FI
Australia,Tropical/Subtropical Forest,,Mature forest,,,21.5,2.57,,2541.67,55,,5.64,10,FI and FE
Australia,Tropical/Subtropical Forest,,Young forest,,,23.42,3.14,,3008.33,112.14,,5.6,10,FI and FE
Bangladesh,Tropical/Subtropical Forest,,Natural forest,26,1800,21.63,,,700,72.14,,4.9,15,FI
Bangladesh,Tropical/Subtropical Forest,,Reforested land,26,1800,28.16,,,1066.67,89.29,,5,15,FI
Brazil,Tropical/Subtropical Forest,44,peach palm,28,2545,31.25,,,,,,,5,SIR
Brazil,Tropical/Subtropical Forest,44,peach palm,28,2545,11.33,,,,,,,15,SIR
Brazil,Tropical/Subtropical Forest,44,peach palm,28,2545,34.33,,,,,,,5,SIR
Brazil,Tropical/Subtropical Forest,44,peach palm,28,2545,13.75,,,,,,,15,SIR
Brazil,Tropical/Subtropical Forest,44,rubber,28,2545,23.58,,,,,,,5,SIR
Brazil,Tropical/Subtropical Forest,44,rubber,28,2545,10.25,,,,,,,15,SIR
Brazil,Tropical/Subtropical Forest,44,rubber,28,2545,19,,,,,,,5,SIR
Brazil,Tropical/Subtropical Forest,44,rubber,28,2545,9.92,,,,,,,15,SIR
Brazil,Tropical/Subtropical Forest,44,peach palm and rubber,28,2545,24.17,,,,,,,5,SIR
Brazil,Tropical/Subtropical Forest,44,peach palm and rubber,28,2545,12.33,,,,,,,15,SIR
Brazil,Tropical/Subtropical Forest,44,peach palm and rubber,28,2545,29.42,,,,,,,5,SIR
Brazil,Tropical/Subtropical Forest,44,peach palm and rubber,28,2545,13.25,,,,,,,15,SIR
Cameroon,Tropical/Subtropical Forest,,Forest land,,,18.5,0.664285714,0.019354839,1170.886076,,,,10,FE
China,Tropical/Subtropical Forest,,,14.1,1200,50.75,6.142857143,1,1756.055363,162.9405078,16.33986928,7.32,20,FE
China,Tropical/Subtropical Forest,,forest-38year,,,32.58,,0.49,2858.33,212.14,14.19,5.8,20,FE
China,Tropical/Subtropical Forest,,Cyclohbalanopsis glauca,17.3,,19.17,,,1258.33,82.14,4.32,3.75,10,FE
China,Tropical/Subtropical Forest,,Quercus acutissima,17.3,,14.42,,,1158.33,83.57,7,4.99,10,FE
China,Tropical/Subtropical Forest,,Castanopsis Kawakamii,19.1,1749,125,19.29,,2500,147.14,12.58,4.65,10,FE
China,Tropical/Subtropical Forest,,Castanopsis Kawakamii,19.1,1749,100,10.71,,2000,123.57,10.65,4.67,20,FE
China,Tropical/Subtropical Forest,,Castanopsis Kawakamii,19.1,1749,87.5,12.14,,1666.67,82.14,10.32,4.62,10,FE
China,Tropical/Subtropical Forest,,Castanopsis Kawakamii,19.1,1749,58.33,7.14,,1500,78.57,10,4.64,20,FE
China,Tropical/Subtropical Forest,,Chinese fir,19.1,1749,70.83,10,,1083.33,80,9.35,4.32,10,FE
China,Tropical/Subtropical Forest,,Chinese fir,19.1,1749,50,5.71,,1000,80,9.35,4.34,20,FE
China,Tropical/Subtropical Forest,20-50,barren land,23,1600,2.23,,,166.67,,1.13,4.5,15,SIR
China,Tropical/Subtropical Forest,20-50,barren land,23,1600,3.14,,,158.33,,1.16,4.5,25,SIR
China,Tropical/Subtropical Forest,20-50,Eucalyptus,23,1600,3.76,,,450,28.57,1.65,4.2,15,SIR
China,Tropical/Subtropical Forest,20-50,Eucalyptus,23,1600,4.83,,,400,,1.74,4.2,25,SIR
China,Tropical/Subtropical Forest,20-50,Eucalyptus,23,1600,5.65,,,591.67,14.29,2.1,4.5,15,SIR
China,Tropical/Subtropical Forest,20-50,Eucalyptus,23,1600,2.85,,,533.33,,2.19,4.5,25,SIR
China,Tropical/Subtropical Forest,20-50,Eucalyptus,23,1600,8.05,,,616.67,,,4.6,15,SIR
